Customer ID,Age,Gender,Marital Status,Number of Dependents,Education,Employment Status,Annual Income,Credit Score,Loan Amount,Loan Term
5777,53,Male,Married,3,Some College,Self-employed,214286,805,44793,10
7754,62,Female,Divorced,0,PhD,Unemployed,165705,590,38165,25
6615,78,Other,Divorced,2,High School,Employed,238073,679,41251,20
5957,58,Other,Single,4,Bachelor's,Employed,96762,375,43290,20
8037,67,Other,Single,3,High School,Unemployed,56676,478,35915,20
4216,79,Female,Single,2,Bachelor's,Employed,202200,540,8472,30
8577,77,Female,Married,2,Master's,Employed,92719,636,11584,5
7436,27,Other,Married,2,Some College,Employed,176094,650,46432,30
5477,31,Female,Single,0,Some College,Employed,92201,546,3228,20
1303,56,Male,Single,3,Some College,Unemployed,107944,459,43261,20
2293,22,Other,Divorced,2,PhD,Self-employed,110941,435,4257,30
8724,75,Other,Married,2,Master's,Self-employed,140333,324,46203,25
7904,36,Male,Married,1,High School,Unemployed,229531,810,9994,5
1537,49,Male,Single,3,Some College,Unemployed,185290,752,25392,25
5914,19,Male,Married,4,PhD,Employed,198818,310,27842,30
7423,63,Other,Single,0,PhD,Self-employed,66465,620,48823,20
4570,53,Male,Divorced,3,PhD,Employed,108358,344,31140,10
4300,70,Female,Divorced,0,Some College,Unemployed,70400,425,20356,20
6386,75,Other,Married,4,Master's,Employed,54496,539,21547,5
3547,70,Male,Single,4,PhD,Unemployed,176967,647,39876,5
6486,51,Male,Divorced,3,Master's,Self-employed,41351,735,35660,30
7129,42,Female,Married,3,Master's,Employed,93507,536,26291,25
4025,43,Male,Married,0,High School,Unemployed,214545,410,33486,5
8192,62,Male,Single,0,PhD,Self-employed,155659,828,3763,5
4362,36,Other,Single,0,PhD,Employed,42012,824,21227,15
2808,62,Female,Divorced,3,Master's,Unemployed,121459,618,24334,5
1613,33,Male,Single,4,Bachelor's,Employed,147501,736,44382,30
8546,66,Male,Single,4,Master's,Unemployed,75146,669,28695,25
2403,22,Other,Married,3,Some College,Unemployed,156183,433,18937,25
5417,53,Other,Single,0,Master's,Self-employed,229700,743,27608,5
2851,50,Other,Divorced,4,Master's,Employed,211455,717,45314,30
6999,66,Male,Married,4,Some College,Self-employed,158922,573,20868,20
1562,27,Female,Divorced,1,PhD,Self-employed,111850,809,21934,5
5580,20,Female,Divorced,2,Master's,Self-employed,171106,547,14260,30
1333,70,Female,Married,4,Master's,Self-employed,160694,479,18809,25
5440,39,Other,Single,4,PhD,Unemployed,113631,435,31775,10
7571,79,Male,Married,4,Bachelor's,Self-employed,210509,471,8289,10
3013,66,Other,Single,0,Some College,Employed,115921,387,14193,15
4025,51,Female,Married,2,Bachelor's,Unemployed,153822,640,24681,5
7462,76,Male,Divorced,3,High School,Employed,47714,718,5670,5
2860,33,Male,Single,4,Some College,Unemployed,153579,747,44285,10
1556,74,Other,Single,3,Bachelor's,Employed,63312,832,43330,30
8776,36,Male,Single,4,Master's,Unemployed,201325,642,11748,25
4106,62,Male,Single,2,PhD,Self-employed,175503,780,37936,30
7567,52,Female,Divorced,0,Bachelor's,Employed,224384,801,30203,10
4908,22,Female,Married,0,Bachelor's,Self-employed,91848,720,12533,20
7818,46,Other,Divorced,4,PhD,Employed,149538,638,16337,5
3543,27,Other,Divorced,3,Some College,Unemployed,195168,478,29491,25
1570,60,Female,Divorced,3,Bachelor's,Self-employed,111950,448,33856,15
7970,48,Male,Divorced,1,Master's,Employed,36490,461,24952,20
2159,43,Male,Single,1,High School,Employed,43126,430,39888,10
8741,59,Male,Single,0,Bachelor's,Employed,151733,357,8082,15
3191,18,Female,Married,0,Some College,Employed,36758,423,24414,5
5059,48,Male,Single,3,PhD,Unemployed,220210,485,49097,20
1354,47,Male,Single,0,Bachelor's,Self-employed,52631,326,43531,10
4655,25,Female,Divorced,4,PhD,Self-employed,81752,831,16924,5
5262,69,Male,Divorced,2,Bachelor's,Unemployed,62338,573,41731,25
8813,45,Other,Divorced,2,PhD,Unemployed,167352,741,9416,10
7595,36,Male,Single,1,PhD,Employed,224305,825,37972,25
5789,34,Female,Divorced,0,High School,Self-employed,151148,518,12259,30
7430,77,Other,Married,3,Some College,Unemployed,71729,797,17730,15
1233,26,Other,Married,1,PhD,Unemployed,98878,354,48725,30
5658,18,Female,Single,4,Bachelor's,Employed,86432,456,33528,30
8052,71,Other,Single,1,Some College,Unemployed,91322,588,35578,15
1731,19,Male,Single,1,High School,Self-employed,239232,748,19241,25
6491,58,Female,Married,0,High School,Self-employed,198397,304,39404,5
5246,32,Other,Single,0,Bachelor's,Self-employed,168015,442,15250,30
6826,72,Male,Divorced,2,Some College,Unemployed,247289,610,49503,5
2818,42,Female,Divorced,0,Master's,Unemployed,31876,790,24037,5
2951,21,Female,Married,4,Some College,Self-employed,213422,585,16740,15
7137,76,Female,Divorced,3,High School,Unemployed,58664,723,12953,20
7049,52,Other,Divorced,1,PhD,Employed,74957,833,17304,20
2144,55,Female,Married,1,Some College,Unemployed,94518,614,33868,25
7294,46,Female,Married,4,Some College,Employed,32574,668,36607,5
2892,36,Female,Single,2,High School,Unemployed,129311,502,17721,15
7589,62,Female,Single,0,High School,Self-employed,239079,711,3089,5
1274,70,Female,Divorced,2,Master's,Employed,202176,571,28936,30
4578,57,Female,Single,1,Master's,Unemployed,82766,461,25642,5
8378,72,Female,Married,1,Bachelor's,Unemployed,43766,741,22304,30
6545,62,Female,Married,4,Bachelor's,Employed,185927,606,31009,5
1681,30,Male,Single,0,Bachelor's,Unemployed,83294,706,28517,20
8477,34,Male,Divorced,2,Some College,Employed,30043,819,20214,25
2339,70,Female,Divorced,2,Master's,Employed,53956,695,12259,25
6422,53,Female,Single,2,Bachelor's,Self-employed,219777,500,35047,20
4470,71,Female,Divorced,1,Some College,Self-employed,216298,567,9611,5
2512,20,Other,Divorced,3,High School,Unemployed,180904,567,43763,15
6599,44,Other,Divorced,0,Bachelor's,Self-employed,236656,847,8961,15
1029,58,Female,Single,4,Some College,Employed,61382,322,14897,25
5223,67,Female,Single,0,PhD,Employed,169275,673,49216,25
2893,59,Male,Divorced,2,Bachelor's,Employed,232762,420,45571,5
7459,73,Female,Married,2,Master's,Employed,81255,335,3770,20
6412,25,Male,Single,4,Master's,Self-employed,26666,591,40615,25
1967,67,Other,Divorced,2,High School,Unemployed,47936,384,21590,10
4536,70,Other,Single,1,High School,Unemployed,103247,438,12438,25
4222,25,Male,Divorced,1,Master's,Self-employed,43708,619,18037,20
3198,73,Female,Married,0,Bachelor's,Employed,88671,542,44124,15
8737,55,Female,Divorced,2,Bachelor's,Self-employed,71536,656,22738,20
4665,22,Female,Single,3,Some College,Employed,52146,496,35109,30
6026,32,Male,Single,3,PhD,Employed,74975,416,27432,20
7765,74,Female,Divorced,4,High School,Unemployed,118929,321,15160,15
7821,53,Male,Married,4,Master's,Employed,24823,781,46808,10
8640,75,Other,Divorced,1,Bachelor's,Employed,124676,818,26125,20
1003,40,Male,Divorced,2,High School,Employed,99483,441,20225,20
7646,66,Male,Married,2,Some College,Self-employed,191871,457,18466,10
5331,27,Other,Divorced,2,Master's,Unemployed,36047,793,7120,5
5274,26,Male,Divorced,1,High School,Employed,241452,510,21487,15
2870,52,Female,Married,2,Master's,Self-employed,174448,488,28856,15
5984,68,Other,Married,3,Some College,Employed,128678,837,11443,30
2952,39,Female,Married,4,Master's,Employed,150852,623,13033,20
5851,74,Male,Divorced,3,Bachelor's,Self-employed,169952,686,12090,30
6110,57,Female,Divorced,4,Bachelor's,Unemployed,58412,369,35306,10
4792,72,Other,Single,1,High School,Employed,213893,687,9612,10
7962,67,Female,Married,2,Bachelor's,Self-employed,176675,480,24720,20
5451,48,Other,Married,2,Some College,Employed,181953,691,7502,5
2928,46,Female,Single,2,PhD,Self-employed,52964,360,46642,30
8294,78,Male,Divorced,1,PhD,Unemployed,92650,800,34545,30
1819,22,Male,Single,3,PhD,Employed,149629,834,5835,30
7039,61,Female,Divorced,2,Some College,Unemployed,136405,704,33934,20
1251,39,Male,Divorced,2,Some College,Unemployed,194761,602,49267,5
6859,61,Male,Divorced,0,Bachelor's,Self-employed,80014,317,9321,10
1420,45,Female,Married,0,Some College,Unemployed,65705,597,41362,5
3669,75,Male,Married,0,Master's,Self-employed,32158,328,21286,10
7809,49,Other,Divorced,2,PhD,Self-employed,102914,308,48324,15
1081,23,Other,Married,4,Master's,Unemployed,32067,408,39674,15
6826,78,Female,Single,4,PhD,Self-employed,243592,745,42568,10
5413,73,Female,Single,0,PhD,Unemployed,29638,589,29620,20
6260,57,Other,Married,4,PhD,Unemployed,78695,644,4129,20
2665,72,Male,Divorced,1,PhD,Unemployed,52759,800,25459,10
1976,19,Male,Married,3,Some College,Employed,200529,737,10671,10
1085,74,Male,Divorced,3,Master's,Employed,119068,599,34562,20
4712,62,Other,Divorced,4,Some College,Self-employed,189277,519,44575,10
8344,41,Other,Married,1,Some College,Employed,140373,562,48500,30
4565,44,Female,Single,2,Bachelor's,Unemployed,56615,511,9831,30
4796,70,Male,Married,4,PhD,Unemployed,197989,825,26785,15
5460,25,Male,Divorced,4,PhD,Unemployed,221888,382,9473,20
5177,62,Male,Married,1,PhD,Unemployed,163963,415,19367,5
8198,26,Female,Married,4,Some College,Self-employed,179099,789,10809,30
4584,66,Female,Single,1,Some College,Unemployed,145667,838,34253,20
1149,24,Other,Divorced,0,High School,Unemployed,204920,615,5356,20
3115,46,Other,Divorced,0,High School,Unemployed,36337,388,25730,15
3233,24,Female,Married,4,Some College,Self-employed,85348,524,41478,5
7541,24,Male,Divorced,0,Master's,Self-employed,157614,369,40360,20
7339,66,Male,Single,2,Some College,Unemployed,178652,415,17209,25
3124,41,Male,Single,0,Some College,Self-employed,44285,834,16329,5
8995,72,Female,Single,0,High School,Unemployed,121116,576,23467,25
7091,38,Male,Single,0,Some College,Unemployed,32835,833,46836,5
6402,42,Other,Divorced,0,Master's,Employed,205998,479,38042,20
3161,32,Male,Single,0,High School,Unemployed,127046,304,4445,20
3162,44,Female,Single,0,PhD,Self-employed,202734,694,25423,5
7133,64,Other,Divorced,4,Bachelor's,Unemployed,59546,820,40044,20
1566,21,Other,Divorced,4,PhD,Unemployed,183043,672,9013,30
7419,72,Female,Single,4,Some College,Unemployed,68458,436,27816,5
2472,72,Female,Divorced,4,PhD,Unemployed,88122,384,22255,20
4982,78,Male,Single,4,Some College,Self-employed,238070,611,37515,10
7750,37,Male,Married,4,High School,Self-employed,29427,455,10861,15
2519,69,Female,Single,1,Master's,Unemployed,22198,398,11208,10
4130,72,Male,Single,3,Bachelor's,Employed,165068,716,48665,5
3270,41,Male,Single,2,High School,Self-employed,59348,381,38258,20
5252,23,Male,Single,1,Bachelor's,Unemployed,160911,576,5401,30
7017,67,Female,Married,0,Some College,Employed,167422,483,43370,10
1115,60,Other,Divorced,3,PhD,Employed,25486,376,16708,30
4079,38,Male,Divorced,4,High School,Self-employed,138107,762,47940,25
4676,79,Male,Single,2,Some College,Self-employed,101796,650,21307,20
2544,48,Other,Divorced,3,Bachelor's,Self-employed,143137,598,16121,25
8130,51,Male,Divorced,0,Some College,Unemployed,148952,752,33541,20
2030,78,Female,Divorced,4,PhD,Self-employed,81159,754,47427,5
